p0_47,14.6827,55,1459.79
p0_47,14.6827,70,852.447
p0_47,14.6827,85,135.494
p0_47,14.6827,115,1162.14
p0_47,14.6827,130,665.731
p0_47,14.6827,145,414.621
p0_47,14.6827,160,80.5191
p0_47,14.6827,175,242.146
p0_47,14.6827,190,250.033
p0_47,14.6827,205,156.566
p0_47,14.6827,220,163.992
p0_47,14.6827,235,851.575
p0_47,14.6827,250,178.484
p0_47,14.6827,265,929.443
p0_47,14.6827,280,393.075
p0_47,14.6827,295,183.115
p0_47,14.6827,310,279.027
p0_47,14.6827,325,233.883
p0_47,14.6827,340,307.636
p0_47,14.6827,355,293.368
p0_47,14.6827,370,314.335
p0_47,14.6827,385,456.06
p0_47,14.6827,400,350.107
p0_47,14.6827,415,405.32
p0_47,14.6827,430,160.468
p0_47,14.6827,445,199.611
p0_140,15.405,70,1434.61
p0_140,15.405,85,1746.43
p0_140,15.405,100,650.426
p0_140,15.405,115,1409.22
p0_140,15.405,130,1596.16
p0_140,15.405,145,1437.39
p0_140,15.405,160,718.767
p0_140,15.405,175,738.279
p0_140,15.405,190,426.216
p0_140,15.405,205,426.813
p0_140,15.405,220,467.871
p0_140,15.405,235,304.777
p0_140,15.405,250,5645.62
p0_140,15.405,265,386.692
p0_140,15.405,280,489.278
p0_140,15.405,295,916.91
p0_140,15.405,310,401.18
p0_140,15.405,325,482.449
p0_140,15.405,340,340.834
p0_140,15.405,355,547.632
p0_140,15.405,370,442.134
p0_140,15.405,385,701.744
p0_140,15.405,400,1003.83
p0_140,15.405,415,594.357
p0_140,15.405,430,860.045
p0_140,15.405,445,578.983
p0_150,11.7091,55,873.517
p0_150,11.7091,70,58.3085
p0_150,11.7091,100,157.959
p0_150,11.7091,115,321.987
p0_150,11.7091,145,66.3698
p0_150,11.7091,160,102.892
p0_150,11.7091,190,82.456
p0_150,11.7091,205,99.9265
p0_150,11.7091,220,81.8932
p0_150,11.7091,265,137.259
p0_150,11.7091,280,127.003
p0_150,11.7091,295,89.416
p0_150,11.7091,310,131.233
p0_150,11.7091,340,223.191
p0_150,11.7091,355,253.434
p0_150,11.7091,370,267.546
p0_150,11.7091,385,495.32
p0_150,11.7091,400,473.039
p0_150,11.7091,415,347.107
p0_154,13.7586,55,105.021
p0_154,13.7586,70,86.9316
p0_154,13.7586,115,53.4104
p0_154,13.7586,145,113.775
p0_154,13.7586,160,160.493
p0_154,13.7586,175,150.086
p0_154,13.7586,190,143.032
p0_154,13.7586,205,169.621
p0_154,13.7586,250,213.893
p0_154,13.7586,265,228.286
p0_154,13.7586,280,128.529
p0_154,13.7586,310,206.11
p0_154,13.7586,340,176.964
p0_154,13.7586,355,293.098
p0_154,13.7586,370,277.09
p0_154,13.7586,385,219.317
p0_154,13.7586,400,204.913
p0_154,13.7586,430,378.494
p0_154,13.7586,445,338.554
p0_154,13.7586,475,554.062
p0_173,12.8696,70,184.503
p0_173,12.8696,85,105.785
p0_173,12.8696,100,155.483
p0_173,12.8696,130,514.742
p0_173,12.8696,145,323.043
p0_173,12.8696,160,248.617
p0_173,12.8696,175,301.816
p0_173,12.8696,190,357.509
p0_173,12.8696,205,557.001
p0_173,12.8696,220,311.637
p0_173,12.8696,235,598.367
p0_173,12.8696,250,394.834
p0_173,12.8696,265,365.57
p0_173,12.8696,280,296.861
p0_173,12.8696,295,518.803
p0_173,12.8696,310,292.843
p0_173,12.8696,325,229.074
p0_173,12.8696,340,423.898
p0_173,12.8696,355,272.864
p0_173,12.8696,370,603.228
p0_173,12.8696,385,477.712
p0_173,12.8696,400,435.459
p0_173,12.8696,430,206.633
p0_173,12.8696,445,294.839
p0_178,15.7974,85,1918.21
p0_178,15.7974,100,1586.83
p0_178,15.7974,115,1852.46
p0_178,15.7974,130,1527.15
p0_178,15.7974,145,2124.47
p0_178,15.7974,160,1992.04
p0_178,15.7974,175,1513.67
p0_178,15.7974,190,1322.05
p0_178,15.7974,205,1683.25
p0_178,15.7974,220,1180.51
p0_178,15.7974,235,861.639
p0_178,15.7974,250,362.573
p0_178,15.7974,265,873.124
p0_178,15.7974,280,735.02
p0_178,15.7974,295,650.449
p0_178,15.7974,310,501.745
p0_178,15.7974,325,507.329
p0_178,15.7974,340,519.099
p0_178,15.7974,355,397.897
p0_178,15.7974,370,725.667
p0_178,15.7974,385,568.792
p0_178,15.7974,400,724.162
p0_178,15.7974,415,485.004
p0_178,15.7974,430,316.971
p0_178,15.7974,445,217.701
p0_224,16.4493,55,376.634
p0_224,16.4493,85,2116.19
p0_224,16.4493,100,1760.79
p0_224,16.4493,115,2012.79
p0_224,16.4493,145,1358.84
p0_224,16.4493,160,1601.24
p0_224,16.4493,175,124.232
p0_224,16.4493,190,619.461
p0_224,16.4493,205,336.775
p0_224,16.4493,220,292.087
p0_224,16.4493,235,331.464
p0_224,16.4493,250,182.049
p0_224,16.4493,265,245.111
p0_224,16.4493,280,258.207
p0_224,16.4493,295,304.692
p0_224,16.4493,310,416.95
p0_224,16.4493,325,345.55
p0_224,16.4493,340,326.809
p0_224,16.4493,355,320.183
p0_224,16.4493,370,254.277
p0_224,16.4493,385,223.465
p0_224,16.4493,400,179.04
p0_224,16.4493,415,362.277
p0_224,16.4493,430,106.06
p0_224,16.4493,445,384.758
p0_224,16.4493,460,187.585
p0_224,16.4493,475,165.712
p0_224,16.4493,490,379.601
p0_228,16.9167,55,6413.8
p0_228,16.9167,70,2133.59
p0_228,16.9167,85,1502.95
p0_228,16.9167,100,1991.06
p0_228,16.9167,115,1858.85
p0_228,16.9167,130,2059.52
p0_228,16.9167,145,2076.69
p0_228,16.9167,160,1846.22
p0_228,16.9167,175,1626.15
p0_228,16.9167,190,1969.78
p0_228,16.9167,205,2298.23
p0_228,16.9167,235,765.052
p0_228,16.9167,250,547.023
p0_228,16.9167,265,492.443
p0_228,16.9167,280,352.221
p0_228,16.9167,295,373.245
p0_228,16.9167,310,394.69
p0_228,16.9167,325,418.215
p0_228,16.9167,340,351.062
p0_228,16.9167,355,464.659
p0_228,16.9167,370,351.781
p0_228,16.9167,385,640.939
p0_228,16.9167,400,701.518
p0_228,16.9167,415,435.655
p0_228,16.9167,430,364.129
p0_252,18,265,204.325
p0_252,18,310,141.336
p0_337,15.9863,55,1093.57
p0_337,15.9863,70,829.695
p0_337,15.9863,85,823.626
p0_337,15.9863,100,695.586
p0_337,15.9863,115,1225.03
p0_337,15.9863,130,677.668
p0_337,15.9863,145,3009.19
p0_337,15.9863,160,464.711
p0_337,15.9863,175,339.72
p0_337,15.9863,190,1536.26
p0_337,15.9863,205,700.533
p0_337,15.9863,220,765.42
p0_337,15.9863,235,1478.64
p0_337,15.9863,250,403.53
p0_337,15.9863,265,656.663
p0_337,15.9863,280,668.676
p0_337,15.9863,295,759.512
p0_337,15.9863,310,600.219
p0_337,15.9863,325,679.219
p0_337,15.9863,340,716.413
p0_337,15.9863,355,734.546
p0_337,15.9863,370,595.574
p0_337,15.9863,385,606.677
p0_337,15.9863,415,332.445
p0_355,13.5541,70,269.05
p0_355,13.5541,100,207.004
p0_355,13.5541,115,155.03
p0_355,13.5541,130,193.88
p0_355,13.5541,145,73.5508
p0_355,13.5541,160,90.3338
p0_355,13.5541,190,187.079
p0_355,13.5541,205,152.374
p0_355,13.5541,220,94.5981
p0_355,13.5541,235,164.806
p0_355,13.5541,250,111.568
p0_355,13.5541,265,128.132
p0_355,13.5541,280,191.698
p0_355,13.5541,295,267.662
p0_355,13.5541,310,332.745
p0_355,13.5541,325,288.089
p0_355,13.5541,340,403.164
p0_355,13.5541,355,202.817
p0_355,13.5541,370,197.302
p0_355,13.5541,385,479.004
p0_355,13.5541,415,223.824
p0_355,13.5541,430,245.629
p0_355,13.5541,460,265.352
p0_374,16,55,2318.26
p0_374,16,70,659.311
p0_374,16,85,4141.15
p0_374,16,100,1788.64
p0_374,16,115,1769.96
p0_374,16,130,1703.54
p0_374,16,145,1618.24
p0_374,16,160,1790.75
p0_374,16,175,1972.04
p0_374,16,190,3814.44
p0_374,16,205,1772.47
p0_374,16,220,1409.22
p0_374,16,235,1326.81
p0_374,16,250,514.141
p0_374,16,265,456.186
p0_374,16,280,454.985
p0_374,16,295,540.478
p0_374,16,310,360.62
p0_374,16,325,470.666
p0_374,16,340,716.901
p0_374,16,355,577.255
p0_374,16,370,422.669
p0_374,16,385,584.436
p0_374,16,400,440.52
p0_374,16,415,411.346
p0_374,16,430,448.014
p0_374,16,445,477.909
p0_374,16,460,296.406
p0_423,14.374,70,248.975
p0_423,14.374,100,263.961
p0_423,14.374,115,240.403
p0_423,14.374,130,160.897
p0_423,14.374,145,561.387
p0_423,14.374,160,977.216
p0_423,14.374,175,204.152
p0_423,14.374,190,861.693
p0_423,14.374,220,216.693
